#cosmic_gene	tier	UniProt_accession	UniProt_genes	UniProt_status	UniProt_protein_name	somatic_mutations	germline_mutations	role_TSG	role_oncogene	role_fusion protein	genetics_dominant	genetics_recessive	actionability_level	resistance_mutations	dominant_mutation_type-fusion	dominant_mutation_type-translocation	dominant_mutation_type-missense_mutations	dominant_mutation_type-splice_site_mutations	dominant_mutation_type-nonsense_mutations	dominant_mutation_type-frameshift_mutations	dominant_mutation_type-large_deletions	dominant_mutation_type-amplification	dominant_mutation_type-other_mutations	tissue_epithelial	tissue_leukaemia-lymphoma	tissue_mesenchymal	tissue_other_tissue	hallmark_angiogenesis	hallmark_replicative_immortality	hallmark_energetics	hallmark_immune_evasion	hallmark_apoptosis	hallmark_genomic_instability	hallmark_metastasis	hallmark_proliferative_signaling	hallmark_growth_suppression	hallmark_inflammation	cancer_type(s)
QKI	1	Q96PU8	QKI HKQ	reviewed	Protein quaking (Hqk) (HqkI)	1	0	1	1	0	1	0	-	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	angiocentric glioma, colorectal cancer
RABEP1	1	Q15276	RABEP1 RAB5EP RABPT5 RABPT5A	reviewed	Rab GTPase-binding effector protein 1 (Rabaptin-4) (Rabaptin-5) (Rabaptin-5alpha) (Renal carcinoma antigen NY-REN-17)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	CMML
RAC1	1	P63000	RAC1 TC25 MIG5	reviewed	Ras-related C3 botulinum toxin substrate 1 (EC 3.6.5.2) (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	melanoma, carcinoma
RAD17	2	O75943	RAD17 R24L	reviewed	Cell cycle checkpoint protein RAD17 (hRad17) (RF-C/activator 1 homolog)	1	0	1	0	0	0	0	-	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	lymphoma, colon cancer
RAD21	1	O60216	RAD21 HR21 KIAA0078 NXP1 SCC1	reviewed	Double-strand-break repair protein rad21 homolog (hHR21) (Nuclear matrix protein 1) (NXP-1) (SCC1 homolog) [Cleaved into: 64-kDa C-terminal product (64-kDa carboxy-terminal product) (65-kDa carboxy-terminal product)]	1	0	1	1	0	0	1	-	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	AML, endometrium, colorectal, lung
RAD51B	1	O15315	RAD51B RAD51L1 REC2	reviewed	DNA repair protein RAD51 homolog 2 (R51H2) (RAD51 homolog B) (Rad51B) (RAD51-like protein 1)	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	lipoma, uterine leiomyoma
RAF1	1	P04049	RAF1 RAF	reviewed	RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1) (Proto-oncogene c-RAF) (cRaf) (Raf-1)	1	0	0	1	1	1	0	2	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	pilocytic astrocytoma, prostate
RALGDS	2	Q12967	RALGDS KIAA1308 RGF	reviewed	Ral guanine nucleotide dissociation stimulator (RalGDS) (Ral guanine nucleotide exchange factor) (RalGEF)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	PMBL, Hodgkin lymphoma,
RANBP2	1	P49792	RANBP2 NUP358	reviewed	E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2) (p270)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	inflammatory myofibroblastic tumour
RAP1GDS1	1	P52306	RAP1GDS1	reviewed	Rap1 GTPase-GDP dissociation stimulator 1 (Exchange factor smgGDS) (SMG GDS protein) (SMG P21 stimulatory GDP/GTP exchange protein)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	T-ALL
RARA	1	P10276	RARA NR1B1	reviewed	Retinoic acid receptor alpha (RAR-alpha) (Nuclear receptor subfamily 1 group B member 1)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	APL
RB1	1	P06400	RB1	reviewed	Retinoblastoma-associated protein (p105-Rb) (p110-RB1) (pRb) (Rb) (pp110)	1	1	1	0	0	0	1	-	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	retinoblastoma, sarcoma, breast, small cell lung carcinoma, retinoblastoma, sarcoma, breast, small cell lung carcinoma
RBM10	1	P98175	RBM10 DXS8237E GPATC9 GPATCH9 KIAA0122	reviewed	RNA-binding protein 10 (G patch domain-containing protein 9) (RNA-binding motif protein 10) (RNA-binding protein S1-1) (S1-1)	1	0	1	0	0	0	1	-	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	lung adenocarcinoma
RBM15	1	Q96T37	RBM15 OTT OTT1	reviewed	RNA-binding protein 15 (One-twenty two protein 1) (RNA-binding motif protein 15)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	acute megakaryocytic leukaemia
RECQL4	1	O94761	RECQL4 RECQ4	reviewed	ATP-dependent DNA helicase Q4 (EC 3.6.4.12) (DNA helicase, RecQ-like type 4) (RecQ4) (RTS) (RecQ protein-like 4)	0	1	1	1	0	0	1	-	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	osteosarcoma, skin basal cell, skin sqamous cell
REL	1	Q04864	REL	reviewed	Proto-oncogene c-Rel	1	0	0	1	0	1	0	-	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Hodgkin lymphoma
RET	1	P07949	RET CDHF12 CDHR16 PTC RET51	reviewed	"Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Cadherin family member 12) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment]"	1	1	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0	1	medullary thyroid, papillary thyroid, pheochromocytoma, NSCLC, Spitzoid tumour, medullary thyroid,  papillary thyroid, pheochromocytoma
RFWD3	2	Q6PCD5	RFWD3 RNF201	reviewed	E3 ubiquitin-protein ligase RFWD3 (EC 2.3.2.27) (RING finger and WD repeat domain-containing protein 3) (RING finger protein 201)	1	1	1	0	0	0	0	-	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	lung cancer
RGPD3	2	A6NKT7	RGPD3 RGP3	reviewed	RanBP2-like and GRIP domain-containing protein 3	1	0	0	0	0	0	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	endometrioid adenocarcinoma
RGS7	2	P49802	RGS7	reviewed	Regulator of G-protein signaling 7 (RGS7)	1	0	0	0	0	0	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	melanoma
RHOA	1	P61586	RHOA ARH12 ARHA RHO12	reviewed	Transforming protein RhoA (EC 3.6.5.2) (Rho cDNA clone 12) (h12)	1	0	1	1	0	1	0	-	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	1	diffuse gastric, T cell lymphomas, paediatric Burkitt lymphoma
RHOH	1	Q15669	RHOH ARHH TTF	reviewed	Rho-related GTP-binding protein RhoH (GTP-binding protein TTF) (Translocation three four protein)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	NHL
RMI2	1	Q96E14	RMI2 C16orf75	reviewed	RecQ-mediated genome instability protein 2 (hRMI2) (BLM-associated protein of 18 kDa) (BLAP18)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	PMBL, Hodgkin lymphoma
RNF213	1	Q63HN8	RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR	reviewed	E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (ALK lymphoma oligomerization partner on chromosome 17) (Mysterin) (RING finger protein 213) (RING-type E3 ubiquitin transferase RNF213)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	ALCL
RNF43	1	Q68DV7	RNF43	reviewed	E3 ubiquitin-protein ligase RNF43 (EC 2.3.2.27) (RING finger protein 43) (RING-type E3 ubiquitin transferase RNF43)	1	0	1	0	0	0	1	-	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	cholangiocarcinoma, ovary, pancreas
ROBO2	2	Q9HCK4	ROBO2 KIAA1568	reviewed	Roundabout homolog 2	1	0	1	0	0	0	0	-	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	colorectal adenocarcinoma, melanoma
ROS1	1	P08922	ROS1 MCF3 ROS	reviewed	Proto-oncogene tyrosine-protein kinase ROS (EC 2.7.10.1) (Proto-oncogene c-Ros) (Proto-oncogene c-Ros-1) (Receptor tyrosine kinase c-ros oncogene 1) (c-Ros receptor tyrosine kinase)	1	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	glioblastoma, NSCLC, Spitzoid tumour, cholangiocarcinoma, borderline ovarian
RPL10	1	P27635	RPL10 DXS648E QM	reviewed	60S ribosomal protein L10 (Laminin receptor homolog) (Large ribosomal subunit protein uL16) (Protein QM) (Ribosomal protein L10) (Tumor suppressor QM)	1	0	1	0	0	1	0	-	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T-ALL
RPL22	1	P35268	RPL22	reviewed	60S ribosomal protein L22 (EBER-associated protein) (EAP) (Epstein-Barr virus small RNA-associated protein) (Heparin-binding protein HBp15) (Large ribosomal subunit protein eL22)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML, CML
RPL5	1	P46777	RPL5 MSTP030	reviewed	60S ribosomal protein L5 (Large ribosomal subunit protein uL18)	1	0	1	0	0	1	0	-	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T-ALL
RPN1	1	P04843	RPN1	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
RSPO2	1	Q6UXX9	RSPO2 UNQ9384/PRO34209	reviewed	R-spondin-2 (Roof plate-specific spondin-2) (hRspo2)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	colorectal
RSPO3	1	Q9BXY4	RSPO3 PWTSR THSD2	reviewed	R-spondin-3 (Protein with TSP type-1 repeat) (hPWTSR) (Roof plate-specific spondin-3) (hRspo3) (Thrombospondin type-1 domain-containing protein 2)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	colorectal
RUNX1	1	Q01196	RUNX1 AML1 CBFA2	reviewed	Runt-related transcription factor 1 (Acute myeloid leukemia 1 protein) (Core-binding factor subunit alpha-2) (CBF-alpha-2) (Oncogene AML-1) (Polyomavirus enhancer-binding protein 2 alpha B subunit) (PEA2-alpha B) (PEBP2-alpha B) (SL3-3 enhancer factor 1 alpha B subunit) (SL3/AKV core-binding factor alpha B subunit)	1	0	1	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML, pre B-ALL, T-ALL
RUNX1T1	1	Q06455	RUNX1T1 AML1T1 CBFA2T1 CDR ETO MTG8 ZMYND2	reviewed	Protein CBFA2T1 (Cyclin-D-related protein) (Eight twenty one protein) (Protein ETO) (Protein MTG8) (Zinc finger MYND domain-containing protein 2)	1	0	1	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	AML
S100A7	2	P31151	S100A7 PSOR1 S100A7C	reviewed	Protein S100-A7 (Psoriasin) (S100 calcium-binding protein A7)	1	0	0	0	1	0	0	-	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	melanoma, T-cell lymphoma
SALL4	1	Q9UJQ4	SALL4 ZNF797	reviewed	Sal-like protein 4 (Zinc finger protein 797) (Zinc finger protein SALL4)	1	0	0	1	0	0	0	-	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	colorectal cancer, breast cancer, prostate cancer, glioblastoma, melanoma
SBDS	1	Q9Y3A5	SBDS CGI-97	reviewed	Ribosome maturation protein SBDS (Shwachman-Bodian-Diamond syndrome protein)	0	1	1	0	0	0	1	-	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML, MDS
SDC4	1	P31431	SDC4	reviewed	Syndecan-4 (SYND4) (Amphiglycan) (Ryudocan core protein)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NSCLC
SDHA	1	P31040	SDHA SDH2 SDHF	reviewed	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)	1	1	1	0	0	0	1	-	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	GIST, paraganglioma, paraganglioma
SDHAF2	1	Q9NX18	SDHAF2 C11orf79 PGL2 SDH5	reviewed	Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)	0	1	1	0	0	0	1	-	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	paraganglioma
SDHB	1	P21912	SDHB SDH SDH1	reviewed	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)	0	1	1	0	0	0	1	-	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	paraganglioma, pheochromocytoma
SDHC	1	Q99643	SDHC CYB560 SDH3	reviewed	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial (Integral membrane protein CII-3) (QPs-1) (QPs1) (Succinate dehydrogenase complex subunit C) (Succinate-ubiquinone oxidoreductase cytochrome B large subunit) (CYBL)	0	1	1	0	0	0	1	-	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	paraganglioma, pheochromocytoma
SDHD	1	O14521	SDHD SDH4	reviewed	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial (CybS) (CII-4) (QPs3) (Succinate dehydrogenase complex subunit D) (Succinate-ubiquinone oxidoreductase cytochrome b small subunit) (Succinate-ubiquinone reductase membrane anchor subunit)	0	1	1	0	0	0	1	-	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	paraganglioma, pheochromocytoma
Sep-05	2	Q99719	SEPTIN5 PNUTL1 SEPT5	reviewed	Septin-5 (Cell division control-related protein 1) (CDCrel-1) (Peanut-like protein 1)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
Sep-06	2	Q14141	SEPTIN6 KIAA0128 SEP2 SEPT6	reviewed	Septin-6	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
Sep-09	2	Q9UHD8	SEPTIN9 KIAA0991 MSF SEPT9	reviewed	Septin-9 (MLL septin-like fusion protein MSF-A) (MLL septin-like fusion protein) (Ovarian/Breast septin) (Ov/Br septin) (Septin D1)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML*
SET	1	Q01105	SET	reviewed	Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T-ALL
SETBP1	1	Q9Y6X0	SETBP1 KIAA0437	reviewed	SET-binding protein (SEB)	1	1	0	1	1	1	0	-	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	aCML, sAML, MDS/MPN-U, CMML, JMML, neuroepithelial tumours
SETD1B	2	Q9UPS6	SETD1B KIAA1076 KMT2G SET1B	reviewed	Histone-lysine N-methyltransferase SETD1B (EC 2.1.1.364) (Lysine N-methyltransferase 2G) (SET domain-containing protein 1B) (hSET1B)	1	0	1	0	0	0	0	-	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	CRC, endometrium
SETD2	1	Q9BYW2	SETD2 HIF1 HYPB KIAA1732 KMT3A SET2 HSPC069	reviewed	Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.359) (HIF-1) (Huntingtin yeast partner B) (Huntingtin-interacting protein 1) (HIP-1) (Huntingtin-interacting protein B) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2) (hSET2) (p231HBP)	1	0	1	0	0	0	1	-	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	clear cell renal carcinoma
SETDB1	2	Q15047	SETDB1 ESET KIAA0067 KMT1E	reviewed	Histone-lysine N-methyltransferase SETDB1 (EC 2.1.1.366) (ERG-associated protein with SET domain) (ESET) (Histone H3-K9 methyltransferase 4) (H3-K9-HMTase 4) (Lysine N-methyltransferase 1E) (SET domain bifurcated 1)	1	0	0	1	0	0	0	-	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	malignant mesothelioma
SF3B1	1	O75533	SF3B1 SAP155	reviewed	Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155)	1	0	0	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	myelodysplastic syndrome
SFPQ	1	P23246	SFPQ PSF	reviewed	Splicing factor, proline- and glutamine-rich (100 kDa DNA-pairing protein) (hPOMp100) (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	papillary renal
SFRP4	1	Q6FHJ7	SFRP4 FRPHE	reviewed	Secreted frizzled-related protein 4 (sFRP-4) (Frizzled protein, human endometrium) (FrpHE)	1	0	1	0	0	0	1	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	colorectal cancer, melanoma, SCC, gastric cancer, oesophageal SCC
SGK1	2	O00141	SGK1 SGK	reviewed	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)	1	0	0	1	0	0	0	-	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Nodular lymphocyte predominant Hodgkin lymphoma
SH2B3	1	Q9UQQ2	SH2B3 LNK	reviewed	SH2B adapter protein 3 (Lymphocyte adapter protein) (Lymphocyte-specific adapter protein Lnk) (Signal transduction protein Lnk)	1	0	1	0	0	0	1	-	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	MPN, sAML, erythrocytosis, B-ALL
SH3GL1	1	Q99961	SH3GL1 CNSA1 SH3D2B	reviewed	Endophilin-A2 (EEN fusion partner of MLL) (Endophilin-2) (Extra eleven-nineteen leukemia fusion gene protein) (EEN) (SH3 domain protein 2B) (SH3 domain-containing GRB2-like protein 1)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AL
SHTN1	2	A0MZ66	SHTN1 KIAA1598	reviewed	Shootin-1 (Shootin1)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Spitzoid tumour
SIRPA	2	P78324	SIRPA BIT MFR MYD1 PTPNS1 SHPS1 SIRP	reviewed	Tyrosine-protein phosphatase non-receptor type substrate 1 (SHP substrate 1) (SHPS-1) (Brain Ig-like molecule with tyrosine-based activation motifs) (Bit) (CD172 antigen-like family member A) (Inhibitory receptor SHPS-1) (Macrophage fusion receptor) (MyD-1 antigen) (Signal-regulatory protein alpha-1) (Sirp-alpha-1) (Signal-regulatory protein alpha-2) (Sirp-alpha-2) (Signal-regulatory protein alpha-3) (Sirp-alpha-3) (p84) (CD antigen CD172a)	1	0	1	0	0	0	0	-	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HNSCC, colorectal cancer, Lung SCC
SIX1	1	Q15475	SIX1	reviewed	Homeobox protein SIX1 (Sine oculis homeobox homolog 1)	1	0	0	1	0	0	0	-	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	Wilms tumour
SIX2	2	Q9NPC8	SIX2	reviewed	Homeobox protein SIX2 (Sine oculis homeobox homolog 2)	1	0	0	1	0	0	0	-	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Wilms tumour
SKI	2	P12755	SKI	reviewed	Ski oncogene (Proto-oncogene c-Ski)	1	0	0	1	0	0	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	melanoma
SLC34A2	1	O95436	SLC34A2	reviewed	Sodium-dependent phosphate transport protein 2B (Sodium-phosphate transport protein 2B) (Na(+)-dependent phosphate cotransporter 2B) (NaPi3b) (Sodium/phosphate cotransporter 2B) (Na(+)/Pi cotransporter 2B) (NaPi-2b) (Solute carrier family 34 member 2)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	NSCLC
SLC45A3	1	Q96JT2	SLC45A3 PCANAP6 PRST	reviewed	Solute carrier family 45 member 3 (Prostate cancer-associated protein 6) (Prostein)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	prostate
SMAD2	1	Q15796	SMAD2 MADH2 MADR2	reviewed	Mothers against decapentaplegic homolog 2 (MAD homolog 2) (Mothers against DPP homolog 2) (JV18-1) (Mad-related protein 2) (hMAD-2) (SMAD family member 2) (SMAD 2) (Smad2) (hSMAD2)	1	0	1	0	0	0	1	-	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	colorectal carcinoma, hepatocellular carcinoma
SMAD3	1	P84022	SMAD3 MADH3	reviewed	Mothers against decapentaplegic homolog 3 (MAD homolog 3) (Mad3) (Mothers against DPP homolog 3) (hMAD-3) (JV15-2) (SMAD family member 3) (SMAD 3) (Smad3) (hSMAD3)	1	0	1	0	0	0	1	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	colorectal carcinoma, oral squamous cell carcinoma
SMAD4	1	Q13485	SMAD4 DPC4 MADH4	reviewed	Mothers against decapentaplegic homolog 4 (MAD homolog 4) (Mothers against DPP homolog 4) (Deletion target in pancreatic carcinoma 4) (SMAD family member 4) (SMAD 4) (Smad4) (hSMAD4)	1	1	1	0	0	0	1	-	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	colorectal, pancreatic, small intestine, gastrointestinal polyp
SMARCA4	1	P51532	SMARCA4 BAF190A BRG1 SNF2B SNF2L4	reviewed	Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Mitotic growth and transcription activator) (Protein BRG-1) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4)	1	0	1	0	0	0	1	-	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NSCLC, SCCOHT
SMARCB1	1	Q12824	SMARCB1 BAF47 INI1 SNF5L1	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 (BRG1-associated factor 47) (BAF47) (Integrase interactor 1 protein) (SNF5 homolog) (hSNF5)	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	malignant rhabdoid, malignant rhabdoid
SMARCD1	1	Q96GM5	SMARCD1 BAF60A	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 (60 kDa BRG-1/Brm-associated factor subunit A) (BRG1-associated factor 60A) (BAF60A) (SWI/SNF complex 60 kDa subunit)	1	0	1	0	0	0	1	-	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	breast
SMARCE1	1	Q969G3	SMARCE1 BAF57	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (BRG1-associated factor 57) (BAF57)	0	1	1	0	0	0	1	-	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	meningioma
SMC1A	2	Q14683	SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1	reviewed	Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Sb1.8)	1	0	1	0	0	0	0	-	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML
SMO	1	Q99835	SMO SMOH	reviewed	Smoothened homolog (SMO) (Protein Gx)	1	0	0	1	0	1	0	-	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	skin basal cell
SND1	1	Q7KZF4	SND1 TDRD11	reviewed	Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (100 kDa coactivator) (EBNA2 coactivator p100) (Tudor domain-containing protein 11) (p100 co-activator)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	pancreas acinar carcinoma
