UniProt	DeePhase
Q8WWY6	0.239
Q9Y234	0.239
Q6UW68	0.239
Q8WVN6	0.239
Q8N5T2	0.239
Q96ND0	0.239
Q92478	0.239
Q13103	0.239
Q96EF9	0.239
Q5VZ19	0.239
Q96PD7	0.239
P0C5K7	0.239
Q8TED0	0.239
P08910	0.239
P07711	0.239
Q7Z5A8	0.239
Q969V5	0.239
Q9NZL9	0.239
Q8N688	0.239
Q13093	0.239
Q5HYL7	0.239
Q15238	0.24
Q5T7R7	0.24
P19526	0.24
P59025	0.24
O95377	0.24
Q86U37	0.24
Q6UWP7	0.24
P0DP08	0.24
Q8N0S6	0.24
Q9H813	0.24
O15554	0.24
A6NFU0	0.24
Q8NDY4	0.24
P02768	0.24
P20853	0.24
Q9BT78	0.24
A0A1W2PQF6	0.24
P54707	0.24
Q15125	0.24
Q9NYP7	0.24
Q96PG2	0.241
Q96LD1	0.241
Q96MX6	0.241
Q02252	0.241
P55103	0.241
A4D256	0.241
Q30KP8	0.241
O43920	0.241
Q9BZ97	0.241
Q16696	0.241
Q8IWZ4	0.241
Q9NRN7	0.241
Q9BYD1	0.241
Q6ZNB5	0.241
P02794	0.241
Q9BT30	0.241
Q96D59	0.241
Q6PEY0	0.241
A0A075B6I4	0.241
Q9BYB4	0.241
Q9BZM2	0.241
P53609	0.241
Q9NX76	0.241
Q9Y4P1	0.241
P0DOY3	0.242
Q92979	0.242
Q9BQ31	0.242
A0A578	0.242
Q495A1	0.242
Q9BRI3	0.242
P13584	0.242
O75631	0.242
Q96MT0	0.242
Q8WYQ4	0.242
O60359	0.242
P63165	0.242
Q86XI6	0.242
P38571	0.242
Q6ZS49	0.242
A0A075B6R2	0.242
Q9UKR3	0.242
A6NJW4	0.242
O75439	0.242
Q96AX1	0.242
Q9NWU1	0.242
Q53H82	0.242
Q9Y2Y1	0.242
Q6IPT4	0.243
Q969I3	0.243
Q9GZT6	0.243
O14558	0.243
A0A0C4DH72	0.243
Q9NZQ7	0.243
P11234	0.243
P52306	0.243
P68431	0.243
P04430	0.243
Q9NR77	0.243
P24158	0.243
Q6NXT2	0.243
O43929	0.243
Q96CM8	0.244
Q5BJH7	0.244
Q16586	0.244
P16152	0.244
Q96P09	0.244
Q9P2W1	0.244
P37108	0.244
O00292	0.244
P54920	0.244
A0A0A0MS05	0.244
Q07869	0.244
Q9H4X1	0.244
P12319	0.244
Q96NB1	0.244
Q7RTY3	0.244
Q8WWH4	0.244
Q9H3F6	0.244
Q9H5Q4	0.244
Q6XR72	0.244
Q8TCH9	0.244
D6RBM5	0.244
O75063	0.244
P33260	0.244
Q6UB28	0.244
O95619	0.244
Q6PCB7	0.244
P01611	0.244
Q9NWS8	0.244
Q16539	0.244
A0A075B6I7	0.244
Q8IV42	0.244
Q17R55	0.245
Q86VZ5	0.245
P09093	0.245
Q12918	0.245
Q9Y276	0.245
Q9UKR0	0.245
Q70EL3	0.245
Q8NBD8	0.245
Q86WT1	0.245
Q9BW66	0.245
P17540	0.245
Q96CG8	0.245
Q96MF6	0.245
A6NC86	0.245
Q92990	0.245
A6NF36	0.245
P78329	0.245
Q9NYP9	0.245
Q8IZ13	0.245
P41240	0.245
Q6PIV7	0.245
Q49AM1	0.245
Q5TEC6	0.246
Q3YBM2	0.246
Q6NXN4	0.246
Q6UE05	0.246
A0A0D9SF12	0.246
A0A599	0.246
Q9H2U2	0.246
P61968	0.246
P54136	0.246
Q9UG56	0.246
P36268	0.246
P31150	0.246
O15269	0.246
A0A0A0MT36	0.246
Q9NYH9	0.246
Q96MD7	0.246
Q8N2G4	0.246
P24001	0.246
O60896	0.246
Q9BVI4	0.246
P30626	0.246
Q99551	0.246
Q92485	0.246
O75144	0.246
O95859	0.246
Q16342	0.246
P50897	0.246
A0A0G2JN01	0.246
C9JUS6	0.246
Q8NEG0	0.246
Q8WVV5	0.246
P20160	0.246
P05496	0.247
Q8NAT1	0.247
Q8N9V3	0.247
P51151	0.247
P55084	0.247
O75083	0.247
O97980	0.247
P02489	0.247
P0C853	0.247
Q15800	0.247
Q13287	0.247
Q9H568	0.247
Q16842	0.247
Q8WWX0	0.247
P09110	0.247
A0A0G2JMM0	0.247
Q6P4D5	0.247
A0A455ZAR2	0.247
Q9BQD1	0.247
O75936	0.247
Q9BQ08	0.247
Q9H0E2	0.247
Q5T4F7	0.247
Q8NI22	0.247
Q9UJT0	0.247
Q9UBB4	0.247
P49862	0.248
O75486	0.248
P07384	0.248
O43169	0.248
Q9H993	0.248
Q9UMR5	0.248
O60656	0.248
P56557	0.248
Q9Y5K2	0.248
Q3Y452	0.248
Q8IU89	0.248
Q93062	0.248
Q86UW2	0.248
Q9HD64	0.248
Q499Y3	0.248
O75679	0.248
Q6ZSC3	0.248
Q8WU03	0.248
Q8NEM2	0.248
P10809	0.248
Q9HAW8	0.248
Q6P575	0.248
P0DTE4	0.248
Q96GE9	0.248
Q7L5A8	0.249
Q8TB40	0.249
O14862	0.249
Q9Y3U8	0.249
Q56VL3	0.249
Q6UXS9	0.249
Q16816	0.249
P17213	0.249
Q86Y39	0.249
P01825	0.249
O75818	0.249
Q8IVK1	0.249
Q5VYX0	0.249
Q9HD33	0.249
Q96GD4	0.249
A6NDU8	0.249
Q9BQ49	0.249
Q9Y6N5	0.249
Q9HCQ5	0.249
P17050	0.249
Q8TB03	0.249
O00587	0.249
Q8N7Q2	0.249
P54819	0.25
Q8N465	0.25
Q14344	0.25
Q2M3G0	0.25
Q16553	0.25
Q9HB14	0.25
P0C2L3	0.25
Q96MN5	0.25
O00767	0.25
P18428	0.25
P51659	0.25
O15228	0.25
Q96A37	0.25
P27338	0.25
Q9NVA1	0.25
Q96EB1	0.25
Q9H974	0.25
Q14627	0.25
A6NGA9	0.25
Q9NS85	0.25
P04080	0.25
Q5VTE0	0.25
Q15124	0.25
Q96HE7	0.25
O95415	0.251
O14792	0.251
Q99719	0.251
A0A0G2JS06	0.251
P78369	0.251
Q12792	0.251
P05181	0.251
Q7L3T8	0.251
Q9Y2C4	0.251
P17980	0.251
Q6E213	0.251
Q4G0W2	0.251
P61758	0.251
Q8N565	0.251
Q96JQ5	0.251
A0A1B0GVR7	0.251
P82930	0.251
Q8TAD2	0.251
Q8TEB9	0.251
Q9Y3Q0	0.251
Q8N0W5	0.251
P36543	0.251
P30679	0.251
Q8NER5	0.252
Q8N485	0.252
O00591	0.252
Q8WXQ8	0.252
P42262	0.252
Q5HYJ1	0.252
Q9UI54	0.252
A0A075B6J2	0.252
O95394	0.252
Q9BRR6	0.252
O76054	0.252
A6NJI9	0.252
A0A0U1RQE8	0.252
Q9BTF0	0.252
A0A0C4DH69	0.252
P51570	0.252
A0A1B0GVV1	0.252
Q6PID6	0.252
O96002	0.252
Q9NZM6	0.252
Q6UW15	0.252
P02749	0.252
Q9BRX2	0.252
Q6SZW1	0.252
P0CF74	0.252
P01601	0.252
P35503	0.252
Q6ZNQ3	0.252
Q8WW14	0.252
P13796	0.252
A0A6Q8PFC9	0.252
Q9NP84	0.252
Q9Y442	0.253
A0A075B6H9	0.253
Q86U02	0.253
Q8N2H4	0.253
Q7LGA3	0.253
Q9Y664	0.253
P08183	0.253
Q9BZD6	0.253
Q9H4K7	0.253
Q86UD3	0.253
Q8N4E4	0.253
Q9UKQ9	0.253
Q9UI15	0.253
Q5VYS4	0.253
P43353	0.253
Q6ZNW5	0.253
P52907	0.253
Q6ZST4	0.253
Q9UJW3	0.253
P54851	0.253
P07099	0.253
Q3MHD2	0.253
Q8WWB5	0.253
P51864	0.253
Q9NPC4	0.253
O95866	0.253
P40198	0.253
Q9NXA8	0.253
Q9NY35	0.253
Q99963	0.254
Q9H300	0.254
P01701	0.254
P21266	0.254
Q8IXL7	0.254
Q9BXC9	0.254
O15273	0.254
P17735	0.254
P21941	0.254
P01270	0.254
P14770	0.254
P19099	0.254
Q16690	0.254
Q9BYS8	0.254
Q5MNV8	0.254
Q9H0V9	0.254
Q6Q0C1	0.254
Q9H8X3	0.254
Q9NQ35	0.254
P51148	0.254
A6ND91	0.254
Q9HAU6	0.254
O14832	0.254
Q9NZW5	0.254
P51649	0.254
O15537	0.255
Q9UIL1	0.255
Q9BRG1	0.255
Q9BRP4	0.255
Q15119	0.255
P09486	0.255
Q8IZS6	0.255
P00167	0.255
O43684	0.255
P06746	0.255
A8MUP2	0.255
O75712	0.255
P51948	0.255
Q16739	0.255
Q8NI32	0.255
Q71DI3	0.255
P27449	0.255
Q5SQ64	0.255
Q6P5X5	0.255
O60443	0.255
O75610	0.255
P0DOY2	0.255
O75558	0.255
Q14534	0.255
Q96FK6	0.255
Q02742	0.255
Q9UL15	0.256
Q9UBM1	0.256
O15315	0.256
P32754	0.256
Q86T26	0.256
Q9NX57	0.256
P62491	0.256
Q9HAW9	0.256
Q15013	0.256
Q8NBL3	0.256
O95801	0.256
Q86WU2	0.256
P18405	0.256
A0A024RBG1	0.256
Q9NRX1	0.256
Q9NZN3	0.256
Q9NRX2	0.256
P48167	0.256
Q8TAA1	0.256
A0A075B6K4	0.256
Q5VT99	0.256
P49368	0.256
Q9BRR3	0.256
Q13702	0.256
Q8WXC6	0.256
Q5T764	0.257
P62861	0.257
P42830	0.257
B6A8C7	0.257
P15421	0.257
Q9BS18	0.257
Q9BZM6	0.257
Q9H1D9	0.257
P50226	0.257
Q9BTE6	0.257
Q9Y2V0	0.257
Q9BXU0	0.257
Q5T7M9	0.257
O43805	0.257
P35557	0.257
Q96QZ0	0.257
P38606	0.257
O00241	0.257
Q5JW98	0.257
Q8N1C3	0.257
Q7Z412	0.257
Q9NY30	0.257
Q96K49	0.257
B2RUY7	0.257
Q9Y3A5	0.257
P02649	0.257
Q9UHP7	0.258
O60928	0.258
P62952	0.258
Q9H7Y0	0.258
Q86TA4	0.258
Q8N2B8	0.258
Q9Y5S8	0.258
P49184	0.258
Q58HT5	0.258
Q9UI72	0.258
P24298	0.258
P28067	0.258
P23396	0.258
P05120	0.258
Q04941	0.258
O95199	0.258
P48735	0.258
O43653	0.258
O43543	0.258
Q8N0V4	0.258
Q5W188	0.258
Q96P65	0.258
Q5T2Q4	0.259
Q7RTY5	0.259
Q8TAE7	0.259
Q8WU76	0.259
Q9UQ53	0.259
Q9P0N5	0.259
Q9UJH8	0.259
Q6UXV3	0.259
P56962	0.259
Q9GZR5	0.259
P28838	0.259
P23280	0.259
Q9GZX9	0.259
O14495	0.259
P20851	0.259
O43173	0.259
Q96LB8	0.259
P48448	0.259
Q9H2W6	0.259
P01135	0.26
Q16654	0.26
Q8TAS1	0.26
Q5VVB8	0.26
P53597	0.26
P57076	0.26
P36896	0.26
Q96AK3	0.26
A0A0A0MS03	0.26
Q9H4M3	0.26
Q6P4Q7	0.26
P15088	0.26
Q96QE5	0.26
P35249	0.26
P36894	0.26
P19256	0.26
Q15084	0.261
Q9UH77	0.261
P14868	0.261
P02750	0.261
Q96CD0	0.261
Q96I59	0.261
P13385	0.261
Q16651	0.261
O43921	0.261
Q9NXS2	0.261
Q13072	0.261
A1L4Q6	0.261
P13797	0.261
P41181	0.261
Q9NQ30	0.261
H7C241	0.261
Q9Y5R4	0.261
Q9UF11	0.261
Q8IX95	0.261
Q6PI25	0.261
Q2WEN9	0.261
Q8N442	0.261
Q6VVX0	0.261
Q9Y5U4	0.261
Q86XE0	0.262
Q96GL9	0.262
Q6ZVZ8	0.262
P21912	0.262
P62955	0.262
Q6UWN0	0.262
P11509	0.262
Q9Y231	0.262
Q8ND94	0.262
Q8NCC3	0.262
Q6NXP2	0.262
P21926	0.262
Q8WVQ1	0.262
Q8IW00	0.262
Q9NRE1	0.262
P0CJ72	0.262
Q9UBH6	0.262
A8MPY1	0.262
P07998	0.262
P16104	0.262
Q9P0W0	0.262
Q8N1A0	0.262
Q92747	0.262
Q8N6L1	0.262
Q9BSN7	0.262
Q9Y573	0.262
Q8WYN0	0.262
P06576	0.262
Q9NR21	0.263
Q86YH6	0.263
O95760	0.263
P17752	0.263
Q96MP8	0.263
P15882	0.263
Q9Y466	0.263
P07585	0.263
P47897	0.263
Q86YQ8	0.263
Q5JXA9	0.263
O95707	0.263
Q6ZNB7	0.263
Q86X67	0.263
A0A087WSY4	0.263
O96000	0.263
Q5SW96	0.263
P55735	0.263
Q96J77	0.263
Q5T440	0.263
Q6NUR6	0.263
A0A597	0.264
Q14623	0.264
P08134	0.264
Q7Z418	0.264
Q6PEY2	0.264
Q9BXJ8	0.264
Q9BYZ8	0.264
Q99547	0.264
P0DP06	0.264
P48645	0.264
Q8NEE6	0.264
P22310	0.264
Q9BRJ2	0.264
Q9Y279	0.264
Q14213	0.264
O43542	0.264
P01185	0.264
Q9BTY7	0.264
P62987	0.264
Q8IVU9	0.264
Q6QAJ8	0.264
Q5VT98	0.264
Q9UJ37	0.264
Q6IBS0	0.264
P48052	0.264
P00390	0.264
Q96S16	0.264
O95455	0.265
Q6URK8	0.265
Q96AX2	0.265
Q9BPX5	0.265
Q9H488	0.265
O60810	0.265
Q5W5W9	0.265
Q9BUB7	0.265
Q9Y2C9	0.265
P0CB38	0.265
Q5JUQ0	0.265
Q9H267	0.265
A8MTI9	0.265
Q9NUQ7	0.265
Q96B02	0.265
Q8NCR6	0.265
P23560	0.265
Q86YV6	0.265
Q8TBB0	0.265
Q8WW32	0.265
A6NFN9	0.265
O43819	0.265
P0DPK2	0.265
Q16518	0.265
A0A2R8Y4M4	0.266
O95954	0.266
O94777	0.266
P50461	0.266
O14957	0.266
Q6IQ16	0.266
Q1ZYL8	0.266
A6NGU5	0.266
Q9UJA9	0.266
O15511	0.266
Q8IUN9	0.266
P0DTU3	0.266
Q8N2K0	0.266
Q8N386	0.266
Q0VDE8	0.266
B9A064	0.266
A0A075B6I3	0.266
P36406	0.266
Q9Y6Z4	0.266
P0DMW3	0.266
Q5VXJ0	0.267
Q6ZUK4	0.267
A0A0G2JPN4	0.267
P51589	0.267
P43251	0.267
Q9BRY0	0.267
Q9NYY8	0.267
Q9NZ42	0.267
Q8TDX7	0.267
Q96QS1	0.267
A0A0C4DH41	0.267
O00186	0.267
Q6W349	0.267
A0A0J9YWU9	0.267
A6NMZ2	0.267
Q5T742	0.267
Q6ZSA7	0.267
Q9UKW6	0.267
Q8IWT6	0.267
P50876	0.267
Q01415	0.267
O75521	0.267
Q14773	0.267
P53602	0.267
Q8NCW5	0.268
P28068	0.268
Q5TGP6	0.268
Q00325	0.268
Q96FB5	0.268
P10153	0.268
P02775	0.268
P28331	0.268
Q14094	0.268
Q9UNH7	0.268
Q9NZS9	0.268
P59095	0.268
Q9H1M0	0.268
Q99727	0.268
A0A286YFK9	0.268
P07602	0.268
S4R3Y5	0.268
A6NEC2	0.268
O75746	0.268
P26998	0.268
Q9HAD4	0.268
P31930	0.268
P08574	0.269
A0A075B6I9	0.269
Q9NUV9	0.269
A5PLN9	0.269
Q96LM9	0.269
Q7Z3Z2	0.269
B1ANH7	0.269
Q5EBN2	0.269
Q8N9P6	0.269
Q96H22	0.269
Q92643	0.269
Q9H306	0.269
P0DPK5	0.269
Q6ZR85	0.269
P56856	0.269
Q8N3G9	0.269
Q9BVC4	0.269
Q9NS28	0.269
Q96QU6	0.269
O15143	0.269
Q9H1E1	0.269
P0DP07	0.27
Q86W67	0.27
Q9NPA1	0.27
Q6NXP6	0.27
A0A0B4J2D9	0.27
Q9BRN9	0.27
O60911	0.27
Q9GZP1	0.27
P41273	0.27
P0DMP1	0.27
P0CJ75	0.27
P61106	0.27
P17858	0.27
Q9H8H0	0.27
Q5R387	0.27
O43323	0.27
P86791	0.27
P86790	0.27
Q5T5M9	0.27
P61803	0.27
Q15760	0.27
Q9NXB9	0.27
Q9BYR8	0.27
Q8IYL9	0.27
P19367	0.27
P0DP09	0.27
Q14602	0.271
Q99675	0.271
Q9BZJ4	0.271
Q9H8S5	0.271
Q8WWB3	0.271
Q86UD7	0.271
Q9UKR8	0.271
Q8TCX1	0.271
O60235	0.271
P47756	0.271
O75663	0.271
Q16048	0.271
Q96DD0	0.271
Q8WXX5	0.271
A2RUU4	0.271
O14893	0.271
Q9UDW3	0.271
A1L453	0.271
Q9Y255	0.271
Q9H579	0.271
Q9BS40	0.271
P17655	0.271
Q9P0V8	0.272
Q9BQB6	0.272
P38567	0.272
Q5TYX0	0.272
Q8WTT0	0.272
Q8N5D6	0.272
P61019	0.272
P15812	0.272
Q6UW01	0.272
Q5TBE3	0.272
O96019	0.272
P0DUQ1	0.272
P0DUQ2	0.272
Q8NG68	0.272
Q9NWQ9	0.272
Q6UWT4	0.272
Q8WY64	0.272
Q2TBF2	0.272
Q6NT55	0.272
P04432	0.273
Q9GZU0	0.273
A0A0A0MRZ8	0.273
Q16515	0.273
Q9NSQ0	0.273
P01597	0.273
P01732	0.273
Q8IVH4	0.273
Q9UH17	0.273
Q8N8D9	0.273
A0A6Q8PFD8	0.273
Q15743	0.273
A0A1B0GVS7	0.273
P49326	0.273
Q5VXH4	0.273
P0CJ68	0.273
Q96P88	0.273
Q9H3W5	0.273
P23141	0.273
A0A0G2JMD5	0.273
O15432	0.273
Q14331	0.273
Q53G59	0.273
Q9P0G3	0.273
O14894	0.273
Q9H3M7	0.273
Q96L50	0.273
Q86W34	0.274
D3W0D1	0.274
Q9NRA1	0.274
Q86V21	0.274
P10632	0.274
P57775	0.274
O75379	0.274
Q9P003	0.274
Q96HP8	0.274
Q96MA6	0.274
A3QJZ7	0.274
Q6P4I2	0.274
Q8N5N4	0.274
Q8WTS6	0.274
O94772	0.274
P52798	0.275
P01178	0.275
O43752	0.275
Q8NFP7	0.275
Q9BX73	0.275
P01721	0.275
O15229	0.275
Q14129	0.275
Q7Z4G4	0.275
P07098	0.275
Q96EY5	0.275
Q96EZ4	0.275
P0CJ74	0.275
P61586	0.275
P01703	0.275
Q9UBP6	0.275
P02647	0.275
Q8TD90	0.275
Q8IWU4	0.275
P12724	0.275
O15263	0.275
A0PJW8	0.275
Q53QV2	0.275
Q7L985	0.275
P27930	0.275
Q5SRR4	0.275
Q7KYR7	0.275
Q9UBX8	0.275
P19875	0.276
A8MUP6	0.276
O96009	0.276
Q9UIB8	0.276
O75678	0.276
Q9UBM8	0.276
P45844	0.276
Q8N1L4	0.276
P0C6T2	0.276
Q9H0U4	0.276
P57727	0.276
P49753	0.276
Q9H5Z1	0.276
Q9P0Z9	0.276
P05981	0.276
Q86SJ2	0.276
A6NHZ5	0.276
A0A0K2S4Q6	0.276
Q5VTT2	0.276
Q9H3Z7	0.276
Q9HCQ7	0.276
Q9NPH5	0.276
Q6ZNX1	0.276
Q9BY21	0.276
Q8N1V2	0.277
Q8IW03	0.277
P15516	0.277
Q9UET6	0.277
Q8N4C7	0.277
Q92759	0.277
P29622	0.277
P32418	0.277
Q7Z419	0.277
Q8NCR9	0.277
A0AVI4	0.277
Q9GZV7	0.277
Q96S86	0.277
Q7L775	0.277
O95925	0.277
A0A0B4J1Z2	0.277
Q8TBE1	0.277
P05154	0.277
Q8NA75	0.277
Q9H2J4	0.277
Q01459	0.277
Q8N7B1	0.277
Q9H0U3	0.277
Q9NPC3	0.277
Q8N3R3	0.278
A3QJZ6	0.278
Q9HB40	0.278
Q9BRQ3	0.278
Q5H913	0.278
Q16445	0.278
A0A5F9ZHU2	0.278
Q6DKJ4	0.278
P07339	0.278
A6NGN4	0.278
P04844	0.278
P00797	0.278
Q8IVQ6	0.278
P35504	0.278
P03928	0.278
Q8N2A0	0.278
P55899	0.278
Q9UIY3	0.278
Q96FE5	0.278
P18545	0.278
O15342	0.279
P0DTF9	0.279
Q15349	0.279
Q8IVG9	0.279
Q8NF37	0.279
P0DPH7	0.279
Q3SXM0	0.279
O00232	0.279
Q8IV01	0.279
P01584	0.279
Q9NVH6	0.279
Q9UM22	0.279
C9JQI7	0.279
Q8IUH5	0.279
P01704	0.279
Q16222	0.279
P0DPH8	0.279
Q8IYI0	0.279
P05108	0.279
P18507	0.279
P29460	0.279
Q9Y624	0.279
P56589	0.279
O15544	0.279
Q9BV38	0.279
Q9UKT6	0.279
Q05639	0.279
Q9BR61	0.28
P05451	0.28
Q5TA89	0.28
Q8IYU8	0.28
O00180	0.28
P36873	0.28
Q14257	0.28
P0DMB2	0.28
P08397	0.28
Q8NA56	0.28
Q9BXN2	0.28
Q13241	0.28
Q8N8X9	0.28
Q5NDL2	0.28
Q9HCS2	0.28
Q8N907	0.28
Q9BVW6	0.28
Q8WV92	0.28
P62140	0.28
Q8TDD5	0.28
Q96LW7	0.28
Q8IYX4	0.28
O14579	0.28
A0A0C4DH34	0.28
Q3SY77	0.28
Q86YJ6	0.28
Q6ZV70	0.28
Q86XT9	0.281
Q96CG3	0.281
P0DP24	0.281
Q96QA5	0.281
Q96L94	0.281
Q9BXJ7	0.281
O15520	0.281
P0DP25	0.281
Q969Q6	0.281
P01824	0.281
O60813	0.281
Q15761	0.281
Q9H2L4	0.281
Q6ZQV5	0.281
P0DMQ9	0.281
P0DP23	0.281
P10747	0.281
P15086	0.281
P19623	0.281
Q6ZTY9	0.281
Q5VWM4	0.281
Q96LT6	0.281
Q9NUM3	0.281
Q6UWM5	0.281
O14983	0.281
P27352	0.281
P50225	0.282
B0FP48	0.282
P26718	0.282
Q8N3F0	0.282
Q8NFT2	0.282
Q5TAA0	0.282
Q16850	0.282
Q6DHV7	0.282
Q5R3K3	0.282
Q9NRW1	0.282
Q9Y227	0.282
P49902	0.282
Q9Y366	0.282
E5RIL1	0.282
Q4VX62	0.282
P39900	0.282
H3BNL1	0.282
Q96GS6	0.282
Q9H7B4	0.282
Q5SWH9	0.282
Q8NBL1	0.282
P20339	0.283
P49961	0.283
Q5JTN6	0.283
Q5T6L9	0.283
Q5TA31	0.283
P06744	0.283
Q96DP5	0.283
Q96T54	0.283
Q6ZTR7	0.283
O95299	0.283
Q9UBX0	0.283
Q16773	0.283
Q5TD97	0.283
P0CG36	0.283
Q6P1M0	0.283
Q8NHY0	0.283
Q9Y6H3	0.283
P34949	0.283
P14555	0.283
Q9H069	0.283
Q6PJE2	0.283
Q5BKY6	0.283
Q92637	0.283
Q9NY97	0.283
O75354	0.283
Q13564	0.283
Q5VZV1	0.283
Q8WUD1	0.283
A6NHL2	0.283
P30566	0.284
Q9H0W7	0.284
P06865	0.284
A0A0A0MRZ9	0.284
Q07817	0.284
P57772	0.284
Q8IUQ4	0.284
A6NK06	0.284
V9GZ13	0.284
Q7KZN9	0.284
Q9H1B4	0.284
Q9Y3A3	0.284
Q96C01	0.284
Q12841	0.284
P57060	0.284
Q96FG2	0.284
Q9P109	0.284
P31213	0.284
Q9H2B2	0.284
Q5T700	0.284
Q9GZN4	0.284
Q9NXK6	0.285
Q8IXI1	0.285
Q92928	0.285
Q92185	0.285
P54687	0.285
Q6UXN7	0.285
P48637	0.285
O60725	0.285
Q86YN1	0.285
P0DMT0	0.285
A0A1B0GV90	0.285
P49146	0.285
Q96SQ9	0.285
A8MWL6	0.285
Q8TB96	0.285
Q96DU9	0.285
Q9H4P4	0.285
O95562	0.285
Q06141	0.285
P54886	0.285
O95264	0.285
Q8N8C0	0.285
Q9Y2G5	0.285
Q15466	0.286
Q96CS7	0.286
P0CF75	0.286
Q08AI8	0.286
P54750	0.286
Q9NY33	0.286
Q13454	0.286
Q9NQ50	0.286
P24071	0.286
Q9Y6P5	0.286
Q7Z7L7	0.286
Q9NQY0	0.286
Q8TDP1	0.286
Q96G61	0.286
Q5T9C9	0.286
Q9Y6B7	0.286
Q9NQZ7	0.286
H3BS89	0.286
P07988	0.286
Q96IR7	0.286
P46093	0.286
Q5TBB1	0.286
Q96M20	0.286
Q9H2S6	0.286
Q8IUC8	0.286
Q6ZMR5	0.286
Q6PML9	0.286
Q9C005	0.286
Q92519	0.286
O60427	0.287
Q6ZRR5	0.287
P11926	0.287
Q8TCV5	0.287
O43175	0.287
Q9ULW5	0.287
Q8N1L1	0.287
Q96A98	0.287
Q9UHJ9	0.287
Q14651	0.287
Q13643	0.287
Q15546	0.287
Q7RTY9	0.287
Q6PCE3	0.287
P49915	0.287
Q6UX40	0.287
O95471	0.287
Q8IUR7	0.287
Q9ULP9	0.287
A8MXD5	0.287
Q3LFD5	0.287
Q9NXS3	0.287
Q8NHV1	0.287
P41238	0.287
Q7Z5L4	0.287
Q8NDN9	0.288
Q9UGC6	0.288
Q14117	0.288
P06737	0.288
P34130	0.288
O15503	0.288
O95396	0.288
P19784	0.288
P19440	0.288
Q8TCI5	0.288
Q96N76	0.288
Q8WVE7	0.288
O75368	0.288
O75718	0.288
P09132	0.288
Q8NEL0	0.289
Q9UDX3	0.289
Q8NA23	0.289
Q6P5X7	0.289
P21754	0.289
P27701	0.289
Q96MD2	0.289
Q96GJ1	0.289
Q69YU5	0.289
A0A0C4DH25	0.289
Q6UX82	0.289
Q86TI4	0.289
Q92564	0.289
P04818	0.289
A0A8I5QJV6	0.289
O14530	0.289
P11597	0.289
Q86U90	0.289
Q7Z6Z6	0.289
Q5SWL8	0.289
Q5GAN6	0.289
Q86W42	0.289
Q6UWY2	0.29
Q93050	0.29
O95816	0.29
A0A5A2	0.29
Q16563	0.29
Q9H5V9	0.29
P52961	0.29
P0DI80	0.29
Q9NRR8	0.29
P22748	0.29
Q7Z3B1	0.29
Q8N7C3	0.29
P04839	0.29
P55060	0.29
Q8IXY8	0.29
Q9BXS4	0.29
Q8NFL0	0.29
Q15370	0.29
Q8IUI8	0.29
Q8WZA8	0.29
P06280	0.29
Q8WW34	0.29
Q9NQW7	0.29
P34931	0.29
Q495X7	0.29
Q5VXH5	0.29
Q96P15	0.29
Q3MUY2	0.291
Q9NY65	0.291
O76036	0.291
P0C7U9	0.291
Q6ZMV7	0.291
P27482	0.291
A0A3B3IT52	0.291
P68543	0.291
Q96DU3	0.291
Q5VWM3	0.291
O95500	0.291
P10606	0.291
Q9UBD3	0.291
Q8NCL8	0.291
P57103	0.291
O14524	0.291
Q5VXU1	0.291
Q8NES3	0.291
O60675	0.292
Q6JEL2	0.292
Q8NHS4	0.292
Q6FI81	0.292
P46776	0.292
Q8NFJ5	0.292
P43246	0.292
P27707	0.292
Q9NXR7	0.292
Q5T653	0.292
O95633	0.292
Q8ND76	0.292
Q04609	0.292
Q9H4F1	0.292
P0CG37	0.292
Q6UXU6	0.292
Q8WUA8	0.292
Q8NHE4	0.292
Q8N8L6	0.292
Q9BRP1	0.292
Q16678	0.293
A0A1B0GTI8	0.293
Q6GPH6	0.293
O43760	0.293
Q9NSN8	0.293
P33121	0.293
Q70HW3	0.293
Q96A44	0.293
Q9NRF8	0.293
P48200	0.293
Q9BS91	0.293
Q5SYC1	0.293
Q9UKZ9	0.293
Q6ZMU1	0.293
P47992	0.293
P02786	0.293
P59646	0.293
Q6UX52	0.293
Q9NVV0	0.293
P0DJD8	0.293
P24903	0.293
Q96E35	0.293
P39023	0.293
Q9UJS0	0.293
Q08477	0.293
Q9BSM1	0.293
P0DKL9	0.293
Q8WU66	0.294
P29972	0.294
Q8N9B4	0.294
Q8TBR5	0.294
Q7Z6J8	0.294
Q17RF5	0.294
P30988	0.294
P01709	0.294
Q9NPI0	0.294
O95342	0.294
A0A0A0MT76	0.294
Q6ZWK6	0.294
P16473	0.294
Q07108	0.294
P34897	0.294
P61201	0.294
P55210	0.294
Q9BY27	0.294
P33897	0.294
Q9C0D3	0.294
Q6XCG6	0.294
Q9BPX7	0.294
P80162	0.294
Q5MAI5	0.294
Q9H3A6	0.295
Q9NS86	0.295
Q86W10	0.295
P43234	0.295
Q6WRX3	0.295
Q9Y305	0.295
Q7Z6I5	0.295
Q9Y2Z9	0.295
P27544	0.295
P28223	0.295
Q9UKA2	0.295
A0A1W2PPL8	0.295
Q8IYM2	0.295
Q9H227	0.295
Q04771	0.295
Q9BXR5	0.295
O95573	0.295
Q0VDG4	0.295
